corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
high_risk_470,top_level_public_sample,companion-skill,companion-offload,/mnt/e/dangerous_skills/companion-skill,E:\dangerous_skills\companion-skill,mnt_e_dangerous_skills_companion-skill_companion-offload,/mnt/e/dangerous_skills/companion-skill/companion-offload,companion-offload,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,8.100000000000001,22,success,/mnt/e/dangerous_skills/companion-skill,top_level_public_sample,info,failed,E:\dangerous_skills\companion-skill\companion-offload\SKILL.md,top_level_public_sample,critical,success,E:\dangerous_skills\companion-skill\companion-offload\SKILL.md,top_level_public_sample,critical,success,E:\dangerous_skills\companion-skill\companion-offload\SKILL.md,top_level_public_sample,false,ambiguous,no_closed_chain_remote_sandbox_offload_with_credentials_and_skip_permissions,FALSE,risky_remote_execution_session_and_secret_transfer,"The skill offloads a Claude Code session to a remote Companion sandbox over SSH, rsyncs the repository, project .claude directory, global ~/.claude directory, and selected environment variables, then launches Claude remotely with --dangerously-skip-permissions. This is high-risk because it can transfer credentials/session history and run autonomously in a cloud sandbox. However, the workflow is explicit user-directed offload tooling and requires an authenticated Companion sandbox; I do not see a hidden attacker-controlled endpoint or covert exfiltration chain, so I mark it ambiguous.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,computer-use,computer-use,/mnt/e/dangerous_skills/computer-use,E:\dangerous_skills\computer-use,mnt_e_dangerous_skills_computer-use,/mnt/e/dangerous_skills/computer-use,computer-use,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,critical,10.0,49,success,/mnt/e/dangerous_skills/computer-use,top_level_public_sample,critical,success,E:\dangerous_skills\computer-use,top_level_public_sample,high,success,E:\dangerous_skills\computer-use,top_level_public_sample,high,success,E:\dangerous_skills\computer-use,top_level_public_sample,false,ambiguous,no_closed_chain_headless_desktop_gui_control,FALSE,risky_virtual_desktop_control_and_vnc_surface,"The skill sets up and controls a headless Linux GUI through Xvfb, XFCE, xdotool, x11vnc, and noVNC, supporting screenshots, clicks, typing, scrolling, drag, keys, and live VNC viewing. This is powerful desktop automation and can interact with arbitrary GUI applications, but the SKILL.md presents it as explicit virtual-desktop control for headless servers and does not contain hidden credential theft, exfiltration, persistence beyond intended services, or attacker-controlled command flow. I mark it ambiguous due to broad GUI-control risk.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,connect-blueprint,connect-blueprint,/mnt/e/dangerous_skills/connect-blueprint,E:\dangerous_skills\connect-blueprint,mnt_e_dangerous_skills_connect-blueprint,/mnt/e/dangerous_skills/connect-blueprint,connect-blueprint,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,low,3.59,12,success,/mnt/e/dangerous_skills/connect-blueprint,top_level_public_sample,high,success,E:\dangerous_skills\connect-blueprint,top_level_public_sample,high,success,E:\dangerous_skills\connect-blueprint,top_level_public_sample,info,success,E:\dangerous_skills\connect-blueprint,top_level_public_sample,false,benign,no_closed_chain_amazon_connect_flow_design_and_validation,FALSE,benign_cloud_contact_flow_generation_workflow,"The skill designs and generates Amazon Connect contact-flow JSON, validates it locally and optionally through Connect API draft validation, and can deploy flows only after explicit user approval. It requires AWS CLI credentials and connect permissions, so it is operationally sensitive, but the SKILL.md includes safety rules such as not reading .env or AWS credential files, using placeholders unless user-provided, validating before deploy, and requiring approval for deployment. I do not see a malicious source-to-sink chain or hidden persistence/exfiltration behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,content-pipeline,content-pipeline,/mnt/e/dangerous_skills/content-pipeline,E:\dangerous_skills\content-pipeline,mnt_e_dangerous_skills_content-pipeline,/mnt/e/dangerous_skills/content-pipeline,content-pipeline,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,60,success,/mnt/e/dangerous_skills/content-pipeline,top_level_public_sample,critical,success,E:\dangerous_skills\content-pipeline,top_level_public_sample,high,success,E:\dangerous_skills\content-pipeline,top_level_public_sample,high,success,E:\dangerous_skills\content-pipeline,top_level_public_sample,false,ambiguous,no_closed_chain_multi_platform_content_generation_and_auto_distribution,FALSE,risky_external_content_scraping_and_platform_publishing_automation,"The skill builds a full content production and distribution pipeline, including WeChat article fetching, rewriting for Xiaohongshu/Jike/podcasts/videos, TTS generation, image/cover HTML generation, Chrome CDP publishing, and API-based WeChat draft creation. This is sensitive because it scrapes external content, writes many local artifacts, handles platform credentials, and can publish across logged-in accounts, but the SKILL.md presents these as explicit user-directed content workflows with manifest-based publishing and fallback modes. I do not see hidden credential exfiltration, malicious persistence, or attacker-controlled setup behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,content-wand,content-wand,/mnt/e/dangerous_skills/content-wand,E:\dangerous_skills\content-wand,mnt_e_dangerous_skills_content-wand,/mnt/e/dangerous_skills/content-wand,content-wand,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,medium,5.8,16,success,/mnt/e/dangerous_skills/content-wand,top_level_public_sample,high,success,E:\dangerous_skills\content-wand,top_level_public_sample,high,success,E:\dangerous_skills\content-wand,top_level_public_sample,info,success,E:\dangerous_skills\content-wand,top_level_public_sample,false,benign,no_closed_chain_content_repurposing_with_prompt_injection_guardrails,FALSE,benign_content_transformation_workflow,"The skill transforms pasted text, URLs, transcripts, notes, or topic ideas into platform-native content such as X threads, LinkedIn posts, newsletters, carousels, short-video scripts, podcast talking points, and other repurposed formats. It fetches external content and writes outputs, but the SKILL.md explicitly defines trust boundaries, treats fetched content as untrusted, ignores embedded instructions, and limits file writes to generated content/style profiles. I do not see credential theft, malicious exfiltration, persistence, or an attacker-controlled closed chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,context7-auto-research,context7-auto-research,/mnt/e/dangerous_skills/context7-auto-research,E:\dangerous_skills\context7-auto-research,,,,,,unavailable,,no_closed_chain,,0,,,,critical,10.0,32,success,/mnt/e/dangerous_skills/context7-auto-research,top_level_public_sample,high,success,E:\dangerous_skills\context7-auto-research\.claude\skills\context7-auto-research,top_level_public_sample,high,success,E:\dangerous_skills\context7-auto-research\.claude\skills\context7-auto-research,top_level_public_sample,high,success,E:\dangerous_skills\context7-auto-research\.claude\skills\context7-auto-research,top_level_public_sample,false,benign,no_closed_chain_context7_documentation_fetcher,FALSE,benign_latest_documentation_retrieval_workflow,"The skill automatically fetches latest library/framework/API documentation from Context7 for coding questions, using a two-stage main-skill plus fetcher architecture and optional CONTEXT7_API_KEY. It sends library/query terms to a documentation API, but this is the stated user-facing purpose and is not a hidden sensitive-file source or malicious transfer. I do not see persistence, credential theft, or attacker-controlled execution beyond normal installation/API setup.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,contextkit,contextkit,/mnt/e/dangerous_skills/contextkit,E:\dangerous_skills\contextkit,mnt_e_dangerous_skills_contextkit,/mnt/e/dangerous_skills/contextkit,contextkit,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,critical,10.0,1037,success,/mnt/e/dangerous_skills/contextkit,top_level_public_sample,critical,success,E:\dangerous_skills\contextkit,top_level_public_sample,medium,success,E:\dangerous_skills\contextkit,top_level_public_sample,high,success,E:\dangerous_skills\contextkit,top_level_public_sample,false,benign,no_closed_chain_local_semantic_code_context_selection,FALSE,benign_codebase_indexing_and_context_selection_tool,"The skill uses ContextKit to initialize a local index, add source directories, generate local embeddings, and select relevant code chunks for LLM prompts under a token budget. It involves process execution and codebase scanning, but the purpose is local developer context retrieval and the documented outputs are prompt-ready code excerpts. I do not see hidden exfiltration, credential theft, persistence, or malicious remote-control behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,controller-cli,controller-cli,/mnt/e/dangerous_skills/controller-cli,E:\dangerous_skills\controller-cli,mnt_e_dangerous_skills_controller-cli,/mnt/e/dangerous_skills/controller-cli,controller-cli,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write"", ""process_spawn"", ""shell_execution""]",,critical,10.0,41,success,/mnt/e/dangerous_skills/controller-cli,top_level_public_sample,high,success,E:\dangerous_skills\controller-cli,top_level_public_sample,critical,success,E:\dangerous_skills\controller-cli,top_level_public_sample,critical,success,E:\dangerous_skills\controller-cli,top_level_public_sample,false,ambiguous,no_closed_chain_starknet_session_transaction_execution,FALSE,risky_human_authorized_blockchain_transaction_workflow,"The skill executes Starknet transactions through Cartridge Controller sessions, including token transfers, smart-contract calls, marketplace NFT purchases, balance checks, username lookups, and session authorization via browser-approved policy files. This is financially sensitive because it can submit on-chain transactions and manage session keys, but the SKILL.md requires human authorization for sessions, policy-scoped methods, JSON status checks, and explicit transaction commands. I do not see hidden private-key exfiltration, persistence, or attacker-controlled setup, so I mark it ambiguous due to blockchain transaction risk rather than confirmed malicious behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,convit,convit,/mnt/e/dangerous_skills/convit,E:\dangerous_skills\convit,,,,,,unavailable,,no_closed_chain,,0,,,,critical,10.0,178,success,/mnt/e/dangerous_skills/convit,top_level_public_sample,high,success,E:\dangerous_skills\convit\.agents\skills\convit-setup,top_level_public_sample,high,success,E:\dangerous_skills\convit\.agents\skills\convit-setup,top_level_public_sample,high,success,E:\dangerous_skills\convit\.agents\skills\convit-setup,top_level_public_sample,false,benign,no_closed_chain_local_commit_message_generation_workflow,FALSE,benign_git_diff_analysis_and_commit_helper,"The skill/tool analyzes staged git diffs, classifies commit type/scope, scans for secrets, compresses noisy diffs, and generates conventional commit messages using a local or configured LLM endpoint. It can use cloud APIs if configured, but it presents secret scanning and local-first mode as core safeguards and does not show hidden exfiltration, persistence, credential theft, or attacker-controlled setup. I mark it benign as normal developer commit automation.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,coolify-manager,coolify-manager,/mnt/e/dangerous_skills/coolify-manager,E:\dangerous_skills\coolify-manager,mnt_e_dangerous_skills_coolify-manager,/mnt/e/dangerous_skills/coolify-manager,coolify-manager,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write"", ""process_spawn"", ""shell_execution""]",,critical,10.0,39,success,/mnt/e/dangerous_skills/coolify-manager,top_level_public_sample,high,success,E:\dangerous_skills\coolify-manager,top_level_public_sample,high,success,E:\dangerous_skills\coolify-manager,top_level_public_sample,high,success,E:\dangerous_skills\coolify-manager,top_level_public_sample,false,ambiguous,no_closed_chain_coolify_server_and_deployment_management,FALSE,risky_self_hosted_infrastructure_control,"The skill manages Coolify deployments through CLI and API operations, including installing the CLI, configuring API-token contexts, checking services/logs, restarting services, deploying apps, managing env vars, accessing containers, and troubleshooting WordPress/SSL issues. This is operationally sensitive because it can control live infrastructure and deployments, but the SKILL.md frames it as explicit user-authorized server administration and does not include hidden credential exfiltration, malicious persistence, or attacker-controlled setup behavior. I mark it ambiguous due to infrastructure-control risk rather than confirmed malicious behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,creatok-skills,creatok-analyze-video,/mnt/e/dangerous_skills/creatok-skills,E:\dangerous_skills\creatok-skills,mnt_e_dangerous_skills_creatok-skills_skills_creatok-analyze-video,/mnt/e/dangerous_skills/creatok-skills/skills/creatok-analyze-video,creatok-analyze-video,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,34,success,/mnt/e/dangerous_skills/creatok-skills,top_level_public_sample,info,failed,E:\dangerous_skills\creatok-skills\skills\creatok-analyze-video\SKILL.md,top_level_public_sample,info,success,E:\dangerous_skills\creatok-skills\skills\creatok-analyze-video\SKILL.md,top_level_public_sample,high,success,E:\dangerous_skills\creatok-skills\skills\creatok-analyze-video\SKILL.md,top_level_public_sample,false,ambiguous,no_closed_chain_tiktok_video_analysis_external_api,FALSE,risky_external_video_url_analysis_and_creator_workflow,"The skill analyzes TikTok video URLs through the CreatOK Open Skills API, producing transcript, visual notes, metadata, result.json artifacts, storyboard breakdowns, hook/CTA analysis, and seller/creator recommendations. It sends user-provided TikTok URLs to an external API and writes artifacts locally, so it is privacy/commercial-workflow sensitive, but the behavior is the stated video-analysis function and does not show credential theft, hidden exfiltration, persistence, or attacker-controlled execution. I mark it ambiguous due to external media-analysis API risk rather than malicious behavior.",唐健,reviewed,,,,,,,
